node_type,name,description,source,page,relevance_score,domain
Topic,Monolithic Architecture,"An architectural pattern where all components of a software system are interconnected and interdependent, forming a single unit.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,255,0.85,ArchPattern
Topic,Module,A self-contained unit of code that encapsulates a specific functionality or a set of related functionalities.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,255,0.8,CodeStructure
Topic,Coupling,A design principle that refers to the degree of interdependence between software modules.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,255,0.75,DesignPrinciple
Topic,Embedded SQL,A design pattern where SQL queries are directly embedded within the application code.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,255,0.7,DesignPattern
Topic,Task-Switcher,An architectural pattern that allows multiple tasks to share the same resources by switching between them.;An architectural pattern for managing multiple tasks in a non-preemptive manner.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,255,0.65,ArchPattern
Topic,SOLID Principles,"A set of five design principles intended to make software designs more understandable, flexible, and maintainable.;A set of design principles aimed at making software designs more understandable, flexible, and maintainable.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,229,0.9,DesignPrinciple
Topic,Layered Architecture,"An architectural pattern that separates concerns into layers, typically including presentation, business logic, and data access.;An architectural pattern that separates code into layers based on functionality, such as presentation, business logic, and data access.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,229,0.8,ArchPattern
Topic,Ubiquitous Language,A practice in Domain-Driven Design where the language used in the code reflects the domain model and is shared by both developers and domain experts.;A principle in Domain-Driven Design that emphasizes using the same language for domain concepts across all stakeholders.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,229,0.85,DDDConcept
Topic,OrdersRepository,"An interface that abstracts the data access layer for order-related operations.;A repository interface that abstracts data access for the Orders domain, allowing for separation of concerns.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,229,0.75,CodeStructure
Topic,OrdersService,"An interface that defines business logic operations related to orders.;An interface that defines the business logic operations related to Orders, promoting separation of concerns.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,229,0.75,CodeStructure
Topic,OrdersController,"A controller that manages the flow of data between the view and the service layer for order-related operations.;A controller that manages the flow of data between the user interface and the OrdersService, adhering to the MVC pattern.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,229,0.7,CodeStructure
Topic,Microservice Architecture,"An architectural style that structures an application as a collection of loosely coupled services, which implement business capabilities.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,266,0.9,ArchPattern
Topic,State Machine,A behavioral design pattern that allows an object to alter its behavior when its internal state changes.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,266,0.8,DesignPattern
Topic,Open-Closed Principle,A design principle that states software entities should be open for extension but closed for modification.;A design principle that states that software entities should be open for extension but closed for modification.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,266,0.85,DesignPrinciple
Topic,Trouble Ticket System,"A system that manages and tracks service requests or issues reported by users.;A system that manages and tracks service requests and issues, often used in customer support and IT service management.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,266,0.7,CodeStructure
Topic,Event-Driven Architecture,"An architectural pattern that promotes the production, detection, consumption of, and reaction to events.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,266,0.75,ArchPattern
Topic,OrdersRepository,Interface for data access related to orders.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,236,0.9,CodeStructure
Topic,OrdersServiceImpl,Implementation of the OrdersService interface.;Implementation class for the OrdersService interface.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,236,0.8,CodeStructure
Topic,JdbcOrdersRepository,Implementation of the OrdersRepository interface using JDBC.;Implementation class for the OrdersRepository interface using JDBC.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,236,0.8,CodeStructure
Topic,OrdersController,Controller that serves as the entry point for order-related requests.;Controller that serves as the entry point for order-related operations.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,236,0.9,CodeStructure
Topic,package by layer,An architectural approach that organizes code by layers.;Architectural approach that organizes code by layers.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,236,0.85,ArchPattern
Topic,package by feature,An architectural approach that organizes code by features.;Architectural approach that organizes code by features.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,236,0.85,ArchPattern
Topic,ports and adapters,An architectural style that emphasizes separation between core logic and external systems.;Architectural style that separates the core logic from external systems.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,236,0.85,ArchPattern
Topic,package by component,An architectural approach that organizes code by components.;Architectural approach that organizes code by components.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,236,0.85,ArchPattern
Topic,Java 9 module system,A module system introduced in Java 9 to manage dependencies and encapsulation.;Module system introduced in Java 9 to manage dependencies and encapsulation.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,236,0.9,CodeStructure
Topic,Common Closure Principle,A design principle that states that classes that change together should be packaged together.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,282,0.9,DesignPrinciple
Topic,Common Reuse Principle,A design principle that suggests that classes that are reused together should be packaged together.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,282,0.9,DesignPrinciple
Topic,SOLID Principles,"A set of five principles that guide software design to make it more understandable, flexible, and maintainable.;A set of five design principles intended to make software designs more understandable, flexible, and maintainable.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,282,0.95,DesignPrinciple
Topic,Component Architecture,An architectural pattern that structures a system as a collection of loosely coupled components.;An architectural pattern that focuses on the organization of components and their interactions.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,282,0.85,ArchPattern
Topic,Stable Abstractions Principle,A principle that suggests that the abstractions in a system should be stable and not change frequently.;A principle that suggests that the level of abstraction in a system should remain stable over time.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,282,0.8,DesignPrinciple
Topic,Stable Dependencies Principle,A principle that states that dependencies should be stable and not change frequently to avoid cascading changes.;A principle that states that dependencies should be minimized and stable to reduce the impact of changes.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,282,0.8,DesignPrinciple
Topic,Component Coupling,Refers to the degree of interdependence between software components.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,282,0.75,CodeStructure
Topic,Component Cohesion,Refers to how closely related and focused the responsibilities of a single component are.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,282,0.75,CodeStructure
Topic,Plugin Architecture,An architectural pattern that allows the behavior of a system to be extended by adding plugins.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,282,0.8,ArchPattern
Topic,Single Responsibility Principle,"A design principle that states a class should have only one reason to change, promoting separation of concerns.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,280,0.9,DesignPrinciple
Topic,Dependency Inversion Principle,"A principle that suggests high-level modules should not depend on low-level modules, but both should depend on abstractions.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,280,0.85,DesignPrinciple
Topic,Common Closure Principle,"A principle that states classes that change together should be packaged together, enhancing cohesion.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,280,0.8,DesignPrinciple
Topic,Common Reuse Principle,A principle that suggests classes that are reused together should be packaged together.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,280,0.8,DesignPrinciple
Topic,Clean Architecture,"An architectural pattern that emphasizes separation of concerns and independence of frameworks, UI, and databases.;An architectural pattern that emphasizes separation of concerns and independence of frameworks.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,280,0.9,ArchPattern
Topic,Factory Pattern,A creational design pattern that provides an interface for creating objects in a superclass but allows subclasses to alter the type of created objects.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,280,0.75,DesignPattern
Topic,Module,"A self-contained unit of code that encapsulates related functions and data, promoting organization and reusability.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,280,0.8,CodeStructure
Topic,Package,"A namespace that organizes a set of related classes and interfaces, facilitating modular programming.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,280,0.75,CodeStructure
Topic,Micro-service architecture,An architectural style that structures an application as a collection of loosely coupled services.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,296,0.9,ArchPattern
Topic,Module,A self-contained unit of code that encapsulates functionality and can be reused across different parts of a system.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,296,0.8,CodeStructure
Topic,Single Responsibility Principle (SRP),"A design principle that states a class should have only one reason to change, promoting separation of concerns.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,296,0.85,DesignPrinciple
Topic,Open-Closed Principle (OCP),A design principle that suggests software entities should be open for extension but closed for modification.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,296,0.85,DesignPrinciple
Topic,Encapsulation,A fundamental concept in object-oriented programming that restricts access to certain components of an object.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,296,0.8,DesignPrinciple
Topic,Polymorphism,"A programming concept that allows objects to be treated as instances of their parent class, enabling method overriding.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,296,0.75,DesignPrinciple
Topic,Dependency Rule,A principle that emphasizes the importance of managing dependencies in software architecture to promote decoupling.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,308,0.9,DesignPrinciple
Topic,Component Architecture,An architectural style that structures a system as a collection of loosely coupled components.;An architectural pattern that structures a system as a collection of loosely coupled components.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,308,0.85,ArchPattern
Topic,Maintainability,"The ease with which a software system can be modified to correct faults, improve performance, or adapt to a changed environment.;A software quality attribute that refers to the ease with which a software system can be modified.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,308,0.9,QualityAttribute
Topic,Scalability,The capability of a system to handle a growing amount of work or its potential to accommodate growth.;A quality attribute that describes the capability of a system to handle a growing amount of work or its potential to accommodate growth.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,308,0.85,QualityAttribute
Topic,Design for Testability,A principle that encourages designing software in a way that makes it easier to test.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,308,0.8,DesignPrinciple
Topic,Dependency Inversion Principle,"A principle that states high-level modules should not depend on low-level modules, but both should depend on abstractions.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,286,0.9,DesignPrinciple
Topic,SOLID Principles,"A set of five design principles intended to make software designs more understandable, flexible, and maintainable.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,286,0.9,DesignPrinciple
Topic,Stable Dependencies Principle,A principle that emphasizes the importance of stable dependencies in software architecture to reduce volatility.;A principle that emphasizes the importance of stable dependencies in software architecture to reduce the impact of changes.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,286,0.8,DesignPrinciple
Topic,Acyclic Dependencies Principle,A principle that states that the dependencies between components should not form cycles.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,286,0.8,DesignPrinciple
Topic,Clean Architecture,"An architectural pattern that emphasizes separation of concerns and independence of frameworks.;An architectural pattern that emphasizes separation of concerns and independence of frameworks, UI, and databases.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,286,0.9,ArchPattern
Topic,Dependency Injection,"A design pattern used to implement IoC (Inversion of Control), allowing for better separation of concerns.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,286,0.85,DesignPattern
Topic,Component,A modular part of a system that encapsulates a set of related functions and data.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,286,0.8,CodeStructure
Topic,Interface Adapters,Components that convert data between the format used by the application and the format used by external systems.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,286,0.75,CodeStructure
Topic,Facade Pattern,A structural design pattern that provides a simplified interface to a complex subsystem.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,289,0.9,DesignPattern
Topic,Hexagonal Architecture,An architectural pattern that emphasizes the separation of concerns by decoupling the application core from external systems.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,289,0.9,ArchPattern
Topic,Single Responsibility Principle (SRP),"A design principle that states a class should have only one reason to change, promoting high cohesion.;A design principle that states a class should have only one reason to change, promoting separation of concerns.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,289,0.85,DesignPrinciple
Topic,Encapsulation,A fundamental principle of object-oriented programming that restricts access to certain components of an object.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,289,0.8,DesignPrinciple
Topic,Event Sourcing,A design pattern that stores the state of a system as a sequence of events.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,289,0.75,DesignPattern
Topic,Dependency Rule,"A principle that dictates that dependencies should point inwards towards higher-level modules.;A principle that dictates the direction of dependencies in a clean architecture, ensuring that high-level modules are not dependent on low-level modules.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,289,0.7,DesignPrinciple
Topic,Component Stability,A quality attribute that measures how stable a component is in terms of changes and dependencies.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,289,0.7,QualityAttribute
Topic,Reuse/Release Equivalence Principle,A principle that emphasizes the importance of reusability in software components and their release management.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,302,0.9,DesignPrinciple
Topic,Stable Abstractions Principle,A principle that suggests maintaining a balance between stable and unstable components in software architecture.;A principle that guides the design of software components to maintain stability and avoid unnecessary complexity.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,302,0.8,DesignPrinciple
Topic,Single Responsibility Principle,"A principle that states a class should have only one reason to change, promoting separation of concerns.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,302,0.9,DesignPrinciple
Topic,Service-Oriented Architecture (SOA),"An architectural pattern that allows services to communicate over a network, promoting decoupling and reusability.;An architectural pattern that allows services to communicate over a network, promoting loose coupling and reusability.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,302,0.85,ArchPattern
Topic,Scalability,The ability of a system to handle increased load without compromising performance.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,302,0.9,QualityAttribute
Topic,Dependency Inversion Principle (DIP),"A principle that suggests high-level modules should not depend on low-level modules, but both should depend on abstractions.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,302,0.8,DesignPrinciple
Topic,Component-Based Services,An architectural style that emphasizes the use of reusable components as services.;An architectural style that structures applications as a collection of loosely coupled components.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,302,0.75,ArchPattern
Topic,Common Reuse Principle,"A principle that states that components should be designed for reuse, minimizing the cost of change.",Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,302,0.8,DesignPrinciple
Topic,Package by Component,Organizing code into packages based on components to enhance modularity.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,299,0.8,CodeStructure
Topic,Package by Feature,Organizing code into packages based on features to improve maintainability.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,299,0.8,CodeStructure
Topic,Horizontal Layering of Code,A method of structuring code into horizontal layers to separate concerns.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,299,0.7,ArchPattern
Topic,Facade,A design pattern that provides a simplified interface to a complex subsystem.;A structural design pattern that provides a simplified interface to a complex subsystem.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,299,0.9,DesignPattern
Topic,Ports and Adapters,An architectural pattern that decouples the application from external systems.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,299,0.9,ArchPattern
Topic,Humble Object Pattern,A design pattern that separates complex logic from simple I/O operations.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,299,0.8,DesignPattern
Topic,Clean Architecture,An architectural pattern that emphasizes separation of concerns and independence of frameworks.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,299,0.9,ArchPattern
Topic,Performance,A software quality attribute that measures the responsiveness and efficiency of a system.;A software quality attribute that refers to the responsiveness and efficiency of a system.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,299,0.8,QualityAttribute
Topic,Polymorphism,A principle in object-oriented programming that allows objects to be treated as instances of their parent class.,Clean Architecture A Craftsman's Guide to Software Structure and Design.pdf,299,0.8,DesignPrinciple
Topic,Pipe-and-Filter Pattern,An architectural pattern that separates data processing into distinct components (filters) connected by data conduits (pipes).,Design It!_ From Programmer to Software Architect.pdf,98,0.9,ArchPattern
Topic,Service-Oriented Architecture (SOA),"An architectural pattern that structures software systems as a collection of services that communicate over a network.;An architectural pattern that structures a software system as a collection of loosely coupled services, allowing for independent development and deployment.",Design It!_ From Programmer to Software Architect.pdf,98,0.9,ArchPattern
Topic,Filter,"A component in the Pipe-and-Filter pattern that processes data by reading, transforming, and writing outputs.;A component that processes data by reading, transforming, and writing it, defining expected inputs and outputs.",Design It!_ From Programmer to Software Architect.pdf,98,0.8,CodeStructure
Topic,Pipe,A connector in the Pipe-and-Filter pattern that transports data between filters without altering it.,Design It!_ From Programmer to Software Architect.pdf,98,0.8,CodeStructure
Topic,Service Registry,A component in SOA that allows services to discover and connect to each other at runtime.;A component that allows services to locate and connect to each other by providing connection information.,Design It!_ From Programmer to Software Architect.pdf,98,0.7,CodeStructure
Topic,Quality Attributes,"Key characteristics that influence the design and architecture of software systems, such as maintainability, scalability, performance, security, and reliability.;Characteristics that influence the design and architecture of software, such as maintainability, scalability, performance, security, and reliability.",Design It!_ From Programmer to Software Architect.pdf,78,0.9,QualityAttribute
Topic,Architectural Structures,The organization of elements within a software architecture that defines their responsibilities and interactions.,Design It!_ From Programmer to Software Architect.pdf,78,0.85,ArchPattern
Topic,Component Interface,"Defines how components interact with one another, including communication mechanisms and rules.;Defines how components interact with each other, including communication mechanisms and rules.",Design It!_ From Programmer to Software Architect.pdf,78,0.8,CodeStructure
Topic,Red/Black Deployment,A deployment strategy that involves running two versions of a service simultaneously to ensure smooth transitions.,Design It!_ From Programmer to Software Architect.pdf,78,0.75,DesignPattern
Topic,Rolling Upgrade,A deployment method that updates instances of a service gradually to minimize downtime.,Design It!_ From Programmer to Software Architect.pdf,78,0.75,DesignPattern
Topic,Design for Change,A principle emphasizing the importance of designing software architectures that can adapt to change over time.;A principle emphasizing the importance of designing systems that can adapt to change over time.,Design It!_ From Programmer to Software Architect.pdf,89,0.9,DesignPrinciple
Topic,Defer Binding Decisions,A principle that suggests delaying significant architectural decisions until they are necessary to avoid premature commitments.,Design It!_ From Programmer to Software Architect.pdf,89,0.85,DesignPrinciple
Topic,Last Responsible Moment,A concept introduced in Lean Software Development that refers to the optimal time to make a decision to maximize design alternatives.;A principle that suggests making design decisions at the latest possible time to maximize options and minimize risks.,Design It!_ From Programmer to Software Architect.pdf,89,0.8,DesignPrinciple
Topic,Most Responsible Moment,The ideal time to make a design decision that has the greatest positive impact on the software system.,Design It!_ From Programmer to Software Architect.pdf,89,0.75,DesignPrinciple
Topic,Component Responsibility Collaborator Cards,A modeling technique used to assign responsibilities to elements in a software architecture.;A technique for modeling system components and their responsibilities to ensure clear ownership of functions.,Design It!_ From Programmer to Software Architect.pdf,89,0.7,CodeStructure
Topic,Layered Architecture,"An architectural pattern that organizes code into layers, promoting separation of concerns and maintainability.",Design It!_ From Programmer to Software Architect.pdf,94,0.9,ArchPattern
Topic,Ports and Adapters Pattern,"An architectural pattern that isolates core business logic from external components, allowing for flexible input and output configurations.",Design It!_ From Programmer to Software Architect.pdf,94,0.85,ArchPattern
Topic,Maintainability,"A software quality attribute that measures how easily a software system can be modified.;A software quality attribute that refers to the ease with which a software system can be modified to correct faults, improve performance, or adapt to a changed environment.",Design It!_ From Programmer to Software Architect.pdf,94,0.8,QualityAttribute
Topic,Cyclical Dependencies,"A situation where two or more modules depend on each other, which can complicate code organization.",Design It!_ From Programmer to Software Architect.pdf,94,0.7,CodeStructure
Topic,Open Source Contribution Pattern,"A pattern where teams develop specific architectural components with shared responsibility, allowing for collaborative contributions while maintaining quality control.",Design It!_ From Programmer to Software Architect.pdf,107,0.9,DesignPattern
Topic,Responsibility Area,"A subset of the architecture that can represent a pattern, technology, or use case, defining the scope of a CoC team's responsibilities.",Design It!_ From Programmer to Software Architect.pdf,107,0.8,DDDConcept
Topic,CoC Team,"A group of developers and architects responsible for specific areas of the architecture, promoting expertise and collaboration.",Design It!_ From Programmer to Software Architect.pdf,107,0.7,CodeStructure
Topic,Quality Attributes,"Attributes such as security, scalability, performance, reliability, and maintainability that are influenced by the CoC's practices.",Design It!_ From Programmer to Software Architect.pdf,107,0.9,QualityAttribute
Topic,Job Scheduling Use Case,"A specific use case that the CoC team develops a framework for, allowing teams to instantiate it on clusters.",Design It!_ From Programmer to Software Architect.pdf,107,0.8,DDDConcept
Topic,Core Platform,A foundational layer that includes tools for container management and day-to-day tasks like log aggregation.,Design It!_ From Programmer to Software Architect.pdf,107,0.8,CodeStructure
Topic,Microservices,An architectural pattern that structures an application as a collection of loosely coupled services.,Design It!_ From Programmer to Software Architect.pdf,110,0.9,ArchPattern
Topic,Scalability,A software quality attribute that refers to the capability of a system to handle a growing amount of work or its potential to accommodate growth.,Design It!_ From Programmer to Software Architect.pdf,110,0.9,QualityAttribute
Topic,Performance,A quality attribute that measures how quickly a system responds to requests and processes data.;A software quality attribute that measures how quickly a system responds to requests and processes data.,Design It!_ From Programmer to Software Architect.pdf,110,0.9,QualityAttribute
Topic,Maintainability,"A quality attribute that indicates how easily a software system can be modified to correct faults, improve performance, or adapt to a changed environment.;A software quality attribute that indicates how easily a software system can be modified to correct faults, improve performance, or adapt to a changed environment.",Design It!_ From Programmer to Software Architect.pdf,110,0.85,QualityAttribute
Topic,Architecture Patterns,Prepackaged meta-models relevant to specific problems in software architecture.,Design It!_ From Programmer to Software Architect.pdf,116,0.9,ArchPattern
Topic,Quality Attributes,"Characteristics that affect the quality of software, such as maintainability, scalability, performance, security, and reliability.;Characteristics that affect the quality of the software, such as maintainability, scalability, performance, security, and reliability.",Design It!_ From Programmer to Software Architect.pdf,116,0.85,QualityAttribute
Topic,Cost,A concept introduced to evaluate the financial impact of component unavailability.;A concept introduced to evaluate the financial impact of component availability in the system.,Design It!_ From Programmer to Software Architect.pdf,116,0.7,QualityAttribute
Topic,Meta-Model,"A model that represents the structure and relationships of components in a software system.;A model that describes the structure and relationships of elements within a system, often used to visualize architecture.",Design It!_ From Programmer to Software Architect.pdf,116,0.75,CodeStructure
Topic,Components,Modular parts of a software system that encapsulate functionality and can be independently developed.,Design It!_ From Programmer to Software Architect.pdf,116,0.8,CodeStructure
Topic,Architectural Mismatch,"A phenomenon that occurs when the assumptions about component usage conflict with its actual use, impacting maintainability and other quality attributes.;A phenomenon that occurs when assumptions about component usage conflict with actual usage, impacting development and maintainability.",Design It!_ From Programmer to Software Architect.pdf,101,0.9,QualityAttribute
Topic,Performance,"A key quality attribute that measures how well a system responds to requests in a timely manner.;A key quality attribute that may be compromised by architectural mismatch, particularly in service-oriented architectures.",Design It!_ From Programmer to Software Architect.pdf,101,0.8,QualityAttribute
Topic,Service-Oriented Architecture,"An architectural pattern that allows services to communicate over a network, which may lead to architectural mismatch if performance is prioritized.;An architectural pattern that structures applications as a collection of services, which may lead to architectural mismatch if performance is prioritized.",Design It!_ From Programmer to Software Architect.pdf,101,0.7,ArchPattern
Topic,Publish-Subscribe Pattern,"An architectural pattern where producers and consumers communicate indirectly via an event bus, promoting loose coupling.",Design It!_ From Programmer to Software Architect.pdf,101,0.9,ArchPattern
Topic,Event Bus,A component responsible for managing subscriptions and delivering published events in a publish-subscribe system.;A component responsible for connecting published events with interested subscribers in a publish-subscribe system.,Design It!_ From Programmer to Software Architect.pdf,101,0.8,CodeStructure
Topic,Publisher,A component that publishes events to the event bus in a publish-subscribe architecture.,Design It!_ From Programmer to Software Architect.pdf,101,0.7,CodeStructure
Topic,Subscriber,A component that subscribes to events published by producers in a publish-subscribe architecture.,Design It!_ From Programmer to Software Architect.pdf,101,0.7,CodeStructure
Topic,Web UI,Handles user interactions and renders the user interface in the web browser.,Design It!_ From Programmer to Software Architect.pdf,87,0.9,CodeStructure
Topic,Search Service,"Core processing for query parsing, search, pagination, and filtering.",Design It!_ From Programmer to Software Architect.pdf,87,0.9,CodeStructure
Topic,Favorites Service,Normalizes tags and writes favorites to persistent storage.,Design It!_ From Programmer to Software Architect.pdf,87,0.8,CodeStructure
Topic,Bounded Context,Defines the boundaries within which a particular model is defined and applicable.,Design It!_ From Programmer to Software Architect.pdf,87,0.85,DDDConcept
Topic,Entity,"An object that is defined primarily by its identity, rather than its attributes.",Design It!_ From Programmer to Software Architect.pdf,87,0.8,DDDConcept
Topic,Value Object,An object that describes some characteristics or attributes but has no conceptual identity.,Design It!_ From Programmer to Software Architect.pdf,87,0.8,DDDConcept
Topic,Layer,"A structural element that contains domain logic and is decoupled from data sources and events.;A structural element that contains domain or business logic, decoupled from the data sources it interacts with.",Design It!_ From Programmer to Software Architect.pdf,95,0.8,CodeStructure
Topic,Port,"An interface that defines how layers interact with adapters, allowing for decoupling and flexibility.;An interface that describes the interaction between a layer and an adapter, allowing for decoupling.",Design It!_ From Programmer to Software Architect.pdf,95,0.8,CodeStructure
Topic,Maintainability,"A software quality attribute that measures how easily a system can be modified to correct faults, improve performance, or adapt to a changed environment.;A software quality attribute that refers to the ease with which a software system can be modified.",Design It!_ From Programmer to Software Architect.pdf,95,0.9,QualityAttribute
Topic,Testability,A quality attribute that indicates how easily software can be tested to ensure it meets its requirements.;A quality attribute that indicates how easily a software system can be tested.,Design It!_ From Programmer to Software Architect.pdf,95,0.85,QualityAttribute
Topic,Security,A quality attribute that ensures the software is protected against unauthorized access and vulnerabilities.,Design It!_ From Programmer to Software Architect.pdf,95,0.85,QualityAttribute
Topic,Reliability,A quality attribute that measures the ability of a system to perform its required functions under stated conditions for a specified period.,Design It!_ From Programmer to Software Architect.pdf,95,0.85,QualityAttribute
Topic,Shared-Data Pattern,"An architectural pattern that defines how data is accessed and shared among components, focusing on data consistency and security.;An architectural pattern that defines how data is accessed and shared among components, promoting reliability and scalability.",Design It!_ From Programmer to Software Architect.pdf,104,0.9,ArchPattern
Topic,Multi-Tier Pattern,"An architectural pattern that organizes runtime structures into logical groups, allowing for distribution across different physical components.;An architectural pattern that organizes runtime structures into logical groups, facilitating deployment across different physical components.",Design It!_ From Programmer to Software Architect.pdf,104,0.85,ArchPattern
Topic,Data Accessor Component,"Components that interact with the shared data store, either reading or writing data.;A component that interacts with the shared-data store to read or write data, subject to specific protocols and constraints.",Design It!_ From Programmer to Software Architect.pdf,104,0.8,CodeStructure
Topic,Data Store,"A storage mechanism that holds data shared among accessors, influencing quality attributes like performance and reliability.;A component that holds data shared among accessors, influencing the quality attributes of the system.",Design It!_ From Programmer to Software Architect.pdf,104,0.9,CodeStructure
Topic,Scalability,A quality attribute that describes the system's ability to handle growth in workload or user demand.;A quality attribute that describes the capability of a system to handle a growing amount of work or its potential to accommodate growth.,Design It!_ From Programmer to Software Architect.pdf,104,0.85,QualityAttribute
Topic,Maintainability,"A quality attribute that reflects how easily a system can be modified to correct faults or improve performance.;A software quality attribute that refers to the ease with which a software system can be modified to correct faults, improve performance, or adapt to a changed environment.",Design It!_ From Programmer to Software Architect.pdf,104,0.8,QualityAttribute
Topic,Reliability,A quality attribute that indicates the system's ability to operate under predefined conditions for a specified period.;A quality attribute that indicates the ability of a system to consistently perform its intended functions over time.,Design It!_ From Programmer to Software Architect.pdf,104,0.9,QualityAttribute
Topic,Service-Oriented Architecture Pattern,An architectural pattern that structures applications as a collection of services that communicate over a network.,Design It!_ From Programmer to Software Architect.pdf,83,0.8,ArchPattern
Topic,Maintainability,A software quality attribute that measures how easily a software system can be modified.,Design It!_ From Programmer to Software Architect.pdf,83,0.9,QualityAttribute
Topic,Scalability,A quality attribute that indicates the ability of a system to handle increased load without performance degradation.,Design It!_ From Programmer to Software Architect.pdf,83,0.85,QualityAttribute
