id,source,target,relationship_type
rel_001739,Context Maps,Bounded Context,RELATES_TO
rel_001740,Context Object,Global Variable,RELATES_TO
rel_001741,Continue Button,Closure Principle,RELATES_TO
rel_001742,Continuing Change,Increasing Complexity,RELATES_TO
rel_001743,Continuity in Application Design,User Interface Design,RELATES_TO
rel_001744,Continuous Delivery,Automated Build Process,RELATES_TO
rel_001745,Continuous Deployment,Continuous Delivery,DEPENDS_ON
rel_001746,Continuous Deployment,Deployability,RELATES_TO
rel_001747,Continuous Deployment,Deployment Pipeline,CONTAINS
rel_001748,Continuous Integration,Automated Build Process,IMPLEMENTS
rel_001749,Continuous Integration,Buildbot,IMPLEMENTS
rel_001750,Continuous Integration,CDash,IMPLEMENTS
rel_001751,Continuous Integration,Jenkins,IMPLEMENTS
rel_001752,Continuous Integration,Maintainability,RELATES_TO
rel_001753,Continuous Integration,Modularity,DEPENDS_ON
rel_001754,Continuous Integration,Scalability,RELATES_TO
rel_001755,Continuous Query,CQRS,RELATES_TO
rel_001756,Control Component,Abstraction Component,DEPENDS_ON
rel_001757,Control Component,Agent,PART_OF
rel_001758,Control Component,Presentation Component,DEPENDS_ON
rel_001759,Control Coupling,Stamp Coupling,RELATES_TO
rel_001760,Control Limits,D Metric,DEPENDS_ON
rel_001761,Control of information visibility,Good programming practices,PART_OF
rel_001762,Control-of-variability,Architecture Description Language (ADL),DEPENDS_ON
rel_001763,Controller,BeatModel,RELATES_TO
rel_001764,Controller,InputBoundary,RELATES_TO
rel_001765,Controller,Model,DEPENDS_ON
rel_001766,Controller,Observer Pattern,IMPLEMENTS
rel_001767,Controller,UseCaseInteractor,RELATES_TO
rel_001768,Controller,View,DEPENDS_ON
rel_001769,Controller Class,Boundary Class,RELATES_TO
rel_001770,Controller Class,Entity Class,RELATES_TO
rel_001771,Controller Component,Interactor Component,PART_OF
rel_001772,Controller Component,Model Component,DEPENDS_ON
rel_001773,Controller Pattern,CustomerHandler,IMPLEMENTS
rel_001774,Controller Servlet,Configuration,DEPENDS_ON
rel_001775,Controller Subsystem,Blackboard Architecture,PART_OF
rel_001776,ControllerInterface,BeatController,IMPLEMENTS
rel_001777,ControllerInterface,Strategy Pattern,RELATES_TO
rel_001778,Conventional Tiers Pattern,Module Structure,CONTAINS
rel_001779,Convergent Thinking,Divergent Thinking,RELATES_TO
rel_001780,Conveyor Belt,Manufacture and Shipping Component,PART_OF
rel_001781,Cooker,BitBake IPC,DEPENDS_ON
rel_001782,Copy Collection Getter,Performance,DEPENDS_ON
rel_001783,Core Domain,Application Layer,PART_OF
rel_001784,Core Domain,Bounded Context,PART_OF
rel_001785,Core Domain,Bounded Context,RELATES_TO
rel_001786,Core Domain,Domain Event,CONTAINS
rel_001787,Core Domain,Domain-Driven Design (DDD),PART_OF
rel_001788,Core Domain,Generic Subdomain,RELATES_TO
rel_001789,Core Domain,Subdomain,PART_OF
rel_001790,Core Domain,Transaction Script,DEPENDS_ON
rel_001791,Core Library,Driver,DEPENDS_ON
rel_001792,Core Library,Packet Sniffer,DEPENDS_ON
rel_001793,Core/ORM Dichotomy,Object-Relational Impedance Mismatch,RELATES_TO
rel_001794,Cost,Quality Attributes,RELATES_TO
rel_001795,Cost Savings Trade-offs,Layered Architecture,RELATES_TO
rel_001796,Cost of Reusability,Reusable Component,RELATES_TO
rel_001797,CouchDB,Sharding,DEPENDS_ON
rel_001798,Could Have Requirements,DSDM Process,DEPENDS_ON
rel_001799,Counter Interface,CounterImpl1,IMPLEMENTS
rel_001800,CountingDuckFactory,AbstractDuckFactory,IMPLEMENTS
rel_001801,CountingDuckFactory,QuackCounter,IMPLEMENTS
rel_001802,CountingMazeBuilder,MazeBuilder,IMPLEMENTS
rel_001803,Coupling,Cohesion,RELATES_TO
rel_001804,Coupling,Component,RELATES_TO
rel_001805,Coupling,Component Modularity,DEPENDS_ON
rel_001806,Coupling,Connascence,RELATES_TO
rel_001807,Coupling,Embedded SQL,RELATES_TO
rel_001808,Coupling,Modularity,DEPENDS_ON
rel_001809,Coupling,Modularity,RELATES_TO
rel_001810,Coupling,Modularization,RELATES_TO
rel_001811,Coupling,Module,DEPENDS_ON
rel_001812,Coupling,Service-Oriented Architecture,RELATES_TO
rel_001813,Coupling,Use Case Controller,RELATES_TO
rel_001814,Coupling Between Objects (CBO),Modularity,RELATES_TO
rel_001815,Coupling and Cohesion,Modularization,RELATES_TO
rel_001816,Coverage Analyzers,Performance,RELATES_TO
rel_001817,Covering Your Assets Anti-Pattern,Groundhog Day Anti-Pattern,RELATES_TO
rel_001818,CppMessageBuilder,Builder Pattern,IMPLEMENTS
rel_001819,CqListener,Continuous Query,DEPENDS_ON
rel_001820,Create Component Domains Pattern,Customer Domain,RELATES_TO
rel_001821,Create Domain Services Pattern,Service-Based Architecture,IMPLEMENTS
rel_001822,CreateExclusiveDiscussion,ProductDiscussionRetryListener,DEPENDS_ON
rel_001823,CreateNewCustomer,CustomerHandler,IMPLEMENTS
rel_001824,Creational Design Patterns,Abstract Factory,CONTAINS
rel_001825,Creational Design Patterns,Abstract Factory,IMPLEMENTS
rel_001826,Creational Design Patterns,Bounded Context,RELATES_TO
rel_001827,Creational Design Patterns,Builder,CONTAINS
rel_001828,Creational Design Patterns,Builder,IMPLEMENTS
rel_001829,Creational Design Patterns,Builder Design Pattern,PART_OF
rel_001830,Creational Design Patterns,Class Patterns,RELATES_TO
rel_001831,Creational Design Patterns,Factory Method,CONTAINS
rel_001832,Creational Design Patterns,Factory Method,IMPLEMENTS
rel_001833,Creational Design Patterns,Maintainability,RELATES_TO
rel_001834,Creational Design Patterns,Prototype,CONTAINS
rel_001835,Creational Design Patterns,Prototype,IMPLEMENTS
rel_001836,Creational Design Patterns,Singleton,IMPLEMENTS
rel_001837,Creational Design Patterns,StandardComputerPartsFactory,CONTAINS
rel_001838,Creational Design Patterns,Structural Design Patterns,RELATES_TO
rel_001839,Creational Pattern,Factory Pattern,RELATES_TO
rel_001840,Creational Pattern,Singleton Pattern,RELATES_TO
rel_001841,Creational Patterns,Factory,CONTAINS
rel_001842,Creational Patterns,Factory Method,IMPLEMENTS
rel_001843,Creational Patterns,Formal Specification Languages,DEPENDS_ON
rel_001844,Creational Patterns,Pseudocode,DEPENDS_ON
rel_001845,Creational Patterns,Singleton,CONTAINS
rel_001846,Creational Patterns,Singleton,IMPLEMENTS
rel_001847,Creator,Factory Method,IMPLEMENTS
rel_001848,Critical Path,System Calls,DEPENDS_ON
rel_001849,Critical Path Design,Cache Implementation,IMPLEMENTS
rel_001850,Critical Paths,Performance,RELATES_TO
rel_001851,Critical Paths,Simplicity,RELATES_TO
rel_001852,Critical Rendering Path,Render Tree,CONTAINS
rel_001853,Cross-Cutting Concerns,Service-Oriented Architecture (SOA),PART_OF
rel_001854,Cross-Module Comment,Interface Comment,RELATES_TO
rel_001855,Cross-Module Design Decisions,Incremental Development,PART_OF
rel_001856,Cross-Region Load Balancer,Availability,IMPLEMENTS
rel_001857,Cross-Region Load Balancer,Availability,RELATES_TO
rel_001858,Cross-module Comment,Interface Comment,RELATES_TO
rel_001859,Cross-module Inlining,Interface File,RELATES_TO
rel_001860,Cryptographic Hash Function,SHA-256,IMPLEMENTS
rel_001861,CurrentConditionsDisplay,Observer Pattern,IMPLEMENTS
rel_001862,Custom Media Type,RESTful Resource,DEPENDS_ON
rel_001863,Custom Serialization,Aggregate,DEPENDS_ON
rel_001864,Customer,Account,CONTAINS
rel_001865,Customer,AddOrder(),CONTAINS
rel_001866,Customer,Aggregate,PART_OF
rel_001867,Customer,Apply Method,CONTAINS
rel_001868,Customer,Entity,IMPLEMENTS
rel_001869,Customer,IEvent,DEPENDS_ON
rel_001870,Customer,Implicit Code Design,RELATES_TO
rel_001871,Customer,MakePreferred(),CONTAINS
rel_001872,Customer,Multiplicity Constraints,DEPENDS_ON
rel_001873,Customer,Mutate Method,CONTAINS
rel_001874,Customer,Order,RELATES_TO
rel_001875,Customer Account Database Service,Availability,RELATES_TO
rel_001876,Customer Account Subsystem,Pickup Request Subsystem,RELATES_TO
rel_001877,Customer Domain,Customer Profile Component,CONTAINS
rel_001878,Customer Domain Object,Ubiquitous Language,PART_OF
rel_001879,Customer Entity,Entity,IMPLEMENTS
rel_001880,Customer Maintenance Module,Order Maintenance Module,RELATES_TO
rel_001881,Customer Notification,Component,IMPLEMENTS
rel_001882,Customer Notification Component,ss.customer.notification,PART_OF
rel_001883,Customer Screen,Dialogue Design,PART_OF
rel_001884,Customer-Centric Design Process,Maintainability,RELATES_TO
rel_001885,Customer-Centric Design Process,Performance,RELATES_TO
rel_001886,Customer-Centric Design Process,Reliability,RELATES_TO
rel_001887,Customer-Centric Design Process,Scalability,RELATES_TO
rel_001888,Customer-Centric Design Process,Security,RELATES_TO
rel_001889,Customer-Supplier Relationship,Bounded Context,RELATES_TO
rel_001890,Customer-Supplier Relationship,Conformist Relationship,DEPENDS_ON
rel_001891,CustomerApplicationService,Action<T>,CONTAINS
rel_001892,CustomerApplicationService,Aggregate,PART_OF
rel_001893,CustomerApplicationService,Capped Exponential Back-off,DEPENDS_ON
rel_001894,CustomerApplicationService,Command Handler,IMPLEMENTS
rel_001895,CustomerApplicationService,Event Sourcing,DEPENDS_ON
rel_001896,CustomerApplicationService,Event Store,DEPENDS_ON
rel_001897,CustomerApplicationService,LoggingWrapper,IMPLEMENTS
rel_001898,CustomerData Class,Encapsulation,PART_OF
rel_001899,CustomerForm,CustomerHandler,RELATES_TO
rel_001900,CustomerHandler,Account,IMPLEMENTS
rel_001901,CustomerHandler,Controller,IMPLEMENTS
rel_001902,CustomerHandler,Customer,DEPENDS_ON
rel_001903,CustomerHandler,Customer,IMPLEMENTS
rel_001904,CustomerHandler,Sale,RELATES_TO
rel_001905,Customizability,Performance,RELATES_TO
rel_001906,Customizable User Interface,Maintainability,RELATES_TO
rel_001907,Cyberattack,Resilience Engineering,DEPENDS_ON
rel_001908,Cyberattack Resistance,Security,IMPLEMENTS
rel_001909,Cyclic Dependencies,Loose Coupling,RELATES_TO
rel_001910,Cyclic Dependency,Modifiability,DEPENDS_ON
rel_001911,Cyclomatic Complexity,Maintainability,DEPENDS_ON
rel_001912,Cyclomatic Complexity,Technical Debt Assessment,DEPENDS_ON
rel_001913,Cyclomatic Complexity,Testability,DEPENDS_ON
rel_001914,D Metric,Control Limits,DEPENDS_ON
rel_001915,D Metric,Main Sequence,RELATES_TO
rel_001916,D Metric,Statistical Analysis,IMPLEMENTS
rel_001917,D-Bus Properties Interface,Telepathy Architecture,RELATES_TO
rel_001918,DBHandler Class,Security,DEPENDS_ON
rel_001919,DCCP,Transport Layer,PART_OF
rel_001920,DCI,Dependency Rule,IMPLEMENTS
rel_001921,DDD Module,Entity,CONTAINS
rel_001922,DDD Module,Value Object,CONTAINS
rel_001923,DDD-Lite,Bounded Context,DEPENDS_ON
rel_001924,DIVE Criteria,Application Architecture,DEPENDS_ON
rel_001925,DJView,BPMObserver,IMPLEMENTS
rel_001926,DJView,BeatModelInterface,DEPENDS_ON
rel_001927,DJView,BeatObserver,IMPLEMENTS
rel_001928,DJView,ControllerInterface,DEPENDS_ON
rel_001929,DRY,Element Responsibility Views,IMPLEMENTS
rel_001930,DRY,Maintainability,RELATES_TO
rel_001931,DRY (Don't Repeat Yourself),Component,RELATES_TO
rel_001932,DRY (Don't Repeat Yourself),"KISS (Keep It Simple, Stupid)",RELATES_TO
rel_001933,DRY Principle,Conditional Compilation,RELATES_TO
rel_001934,DRY Principle,Maintainability,RELATES_TO
rel_001935,DSA Signature Verification,Package Signing,IMPLEMENTS
rel_001936,DSDM Process,Design Prototype,CONTAINS
rel_001937,DSDM Process,Feasibility Study,CONTAINS
rel_001938,DSDM Process,Functional Prototype,CONTAINS
rel_001939,DTO Pattern,YAGNI,RELATES_TO
rel_001940,DarkRoast,Beverage,IMPLEMENTS
rel_001941,DarkRoast Class,Beverage Class,DEPENDS_ON
rel_001942,Dashboard,Integral Function,CONTAINS
rel_001943,Dashboard,Moving Average Function,CONTAINS
rel_001944,Data Abstraction Layer,Data Readers and Writers,IMPLEMENTS
rel_001945,Data Access Class,Entity Class,DEPENDS_ON
rel_001946,Data Access Layer API,Security,RELATES_TO
rel_001947,Data Accessor Component,Scalability,IMPLEMENTS
rel_001948,Data Architecture,Application Architecture,RELATES_TO
rel_001949,Data Class,Maintainability,DEPENDS_ON
rel_001950,Data Collector,Adaptor,DEPENDS_ON
rel_001951,Data Collector Component,Provides Interface,CONTAINS
rel_001952,Data Collector Component,Requires Interface,CONTAINS
rel_001953,Data Coupling,Message Coupling,RELATES_TO
rel_001954,Data Decomposition,Single Point of Failure (SPOF),RELATES_TO
rel_001955,Data Dictionary,Data Flow Diagram (DFD),PART_OF
rel_001956,Data Dictionary,Entity,CONTAINS
rel_001957,Data Dictionary,Relationship,CONTAINS
rel_001958,Data Domain,decomposition pattern,RELATES_TO
rel_001959,Data Domain Pattern,Bounded Context,RELATES_TO
rel_001960,Data Domain Pattern,Service Ownership,DEPENDS_ON
rel_001961,Data Domain Technique,Bounded Context,RELATES_TO
rel_001962,Data Encryption,Access Control System,RELATES_TO
rel_001963,Data Entry Screen Design,Input Control Design,RELATES_TO
rel_001964,Data Fabric,Coherence Data Grid,PART_OF
rel_001965,Data Fabric,Continuous Query,PART_OF
rel_001966,Data Fabric,Elastic Scalability,IMPLEMENTS
rel_001967,Data Fabric,Grid Computing,RELATES_TO
rel_001968,Data Files Architecture,Configuration File Access,IMPLEMENTS
rel_001969,Data Flow Architecture,Batch Sequential Architecture,CONTAINS
rel_001970,Data Flow Architecture,Data Processing Element,CONTAINS
rel_001971,Data Flow Diagram,Structure Chart,RELATES_TO
rel_001972,Data Flow Diagram (DFD),Data-Centric Application,RELATES_TO
rel_001973,Data Flow Diagram (DFD),Process Specification (P-Spec),RELATES_TO
rel_001974,Data Flow Diagram (DFD),Service-Oriented Architecture (SOA),RELATES_TO
rel_001975,Data Flow Diagram (DFD),State Transition Diagram (STD),RELATES_TO
rel_001976,Data Integrator,Data Disintegrator,RELATES_TO
rel_001977,Data Lake,Data Warehouse,RELATES_TO
rel_001978,Data Lake,Domain Partitioning,RELATES_TO
rel_001979,Data Layer,Layered Architecture,PART_OF
rel_001980,Data Layer,Performance,DEPENDS_ON
rel_001981,Data Management Component,Reporting Component,DEPENDS_ON
rel_001982,Data Mesh,Data Product Quantum,CONTAINS
rel_001983,Data Mesh,Microservices,RELATES_TO
rel_001984,Data Mesh,Microservices Architecture,RELATES_TO
rel_001985,Data Mesh,Sidecar Pattern,RELATES_TO
rel_001986,Data Model,Database,RELATES_TO
rel_001987,Data Model,Documentation,RELATES_TO
rel_001988,Data Model,Performance,RELATES_TO
rel_001989,Data Ownership,Bounded Context,PART_OF
rel_001990,Data Product Quantum,Microservices,DEPENDS_ON
rel_001991,Data Product Quantum (DPQ),Anthology Saga Pattern,IMPLEMENTS
rel_001992,Data Product Quantum (DPQ),Eventual Consistency,DEPENDS_ON
rel_001993,Data Product Quantum (DPQ),Parallel Saga Pattern,IMPLEMENTS
rel_001994,Data Readers and Writers,Data Collision,DEPENDS_ON
rel_001995,Data Sovereignty per Service,Performance,DEPENDS_ON
rel_001996,Data Structure Selection,Performance,RELATES_TO
rel_001997,Data Transformer,Application Service,DEPENDS_ON
rel_001998,Data Transmission Security,Data Security,RELATES_TO
rel_001999,Data Types,3NF Compliance,RELATES_TO
rel_002000,Data Visualization,Performance,RELATES_TO
rel_002001,Data Volume,Maintainability,DEPENDS_ON
rel_002002,Data Warehouse,Microservices,DEPENDS_ON
rel_002003,Data Writer,Data Reader,RELATES_TO
rel_002004,Data Writer,Space-Based Architecture,PART_OF
rel_002005,Data-Centered Architecture,Bidirectional Data Link,DEPENDS_ON
rel_002006,Data-Centered Architecture,Control Flow Links,DEPENDS_ON
rel_002007,Data-Centered Architecture,Repository Architecture,RELATES_TO
rel_002008,Data-Centered Repository Architectural Style,Client-Server System,RELATES_TO
rel_002009,Data-Centered Repository Architecture,Loose Coupling,IMPLEMENTS
rel_002010,Data-Flow Diagram (DFD),Client-Server Architecture,RELATES_TO
rel_002011,Data-flow diagram (DFD),State transition diagram (STD),RELATES_TO
rel_002012,Data-get and Data-set Methods,Use Case Controller,DEPENDS_ON
rel_002013,DataNode,Block Scanner,CONTAINS
rel_002014,DataNode,NameNode,RELATES_TO
rel_002015,Database,BusinessRules,DEPENDS_ON
rel_002016,Database Abstraction Layer,High Concurrency,CONTAINS
rel_002017,Database Abstraction Layer,High Performance,CONTAINS
rel_002018,Database Abstraction Layer,MySQL,IMPLEMENTS
rel_002019,Database Constraints,saveCustomer(),CONTAINS
rel_002020,Database Design,System-Specific Controls,CONTAINS
rel_002021,Database Extensions,Multi-tenancy,DEPENDS_ON
rel_002022,Database Gateway,Interactors,DEPENDS_ON
rel_002023,Database Gateway,UserGateway Interface,IMPLEMENTS
rel_002024,Database Infrastructure,Subsystem,PART_OF
rel_002025,Database Management System (DBMS),Database Model,IMPLEMENTS
rel_002026,Database Management System (DBMS),Object-Oriented Model,DEPENDS_ON
rel_002027,Database Management System (DBMS),Relational Model,DEPENDS_ON
rel_002028,Database Partitioning,Federated Shared Libraries,IMPLEMENTS
rel_002029,Database Saturation,Connection Pool,DEPENDS_ON
rel_002030,Database Separation,SCM,PART_OF
rel_002031,Database Server,Microsoft SQL Server 2013,IMPLEMENTS
rel_002032,Database-per-Service,Microservice Saga,RELATES_TO
rel_002033,DatabaseAccess,Database Component,PART_OF
rel_002034,DatabaseAccess,DatabaseInterface,IMPLEMENTS
rel_002035,Dataflow Style,Maintainability,RELATES_TO
rel_002036,Datomic,Entity,CONTAINS
rel_002037,Datomic,Value Object,CONTAINS
rel_002038,Decision Matrix,Architecture Evaluation,IMPLEMENTS
rel_002039,Decompose Conditional,Replace Nested Conditional with Guard Clauses,RELATES_TO
rel_002040,Decomposition,Cohesion and Coupling,RELATES_TO
rel_002041,Decomposition,Component Modularity,IMPLEMENTS
rel_002042,Decomposition,Component Modularity,RELATES_TO
rel_002043,Decomposition,Components,PART_OF
rel_002044,Decomposition Structure,Module,PART_OF
rel_002045,Decorator,Adapter,RELATES_TO
rel_002046,Decorator,BorderDecorator,IMPLEMENTS
rel_002047,Decorator,Bridge,RELATES_TO
rel_002048,Decorator,Component,IMPLEMENTS
rel_002049,Decorator,Composite,RELATES_TO
rel_002050,Decorator,Event-Driven Programming,RELATES_TO
rel_002051,Decorator,Leaf,RELATES_TO
rel_002052,Decorator,Modular Design,IMPLEMENTS
rel_002053,Decorator,ScrollDecorator,IMPLEMENTS
rel_002054,Decorator,Strategy,RELATES_TO
rel_002055,Decorator,StreamDecorator,IMPLEMENTS
rel_002056,Decorator,VisualComponent,DEPENDS_ON
rel_002057,Decorator,VisualComponent,IMPLEMENTS
rel_002058,Decorator Design Pattern,Chain of Responsibility,RELATES_TO
rel_002059,Decorator Pattern,Abstract Decorator Class,RELATES_TO
rel_002060,Decorator Pattern,Adapter Pattern,RELATES_TO
rel_002061,Decorator Pattern,Beverage,RELATES_TO
rel_002062,Decorator Pattern,Beverage Class,IMPLEMENTS
rel_002063,Decorator Pattern,BufferedInputStream,IMPLEMENTS
rel_002064,Decorator Pattern,ConcreteComponent,IMPLEMENTS
rel_002065,Decorator Pattern,ConcreteDecorator,IMPLEMENTS
rel_002066,Decorator Pattern,Encapsulation,DEPENDS_ON
rel_002067,Decorator Pattern,Interface Conformance,RELATES_TO
rel_002068,Decorator Pattern,Maintainability,RELATES_TO
rel_002069,Decorator Pattern,Observer Pattern,RELATES_TO
rel_002070,Decorator Pattern,Open-Closed Principle,IMPLEMENTS
rel_002071,Decorator Pattern,Open-Closed Principle,RELATES_TO
rel_002072,Decorator Pattern,Proxy Pattern,RELATES_TO
rel_002073,Decorator Pattern,ScrollableWindow,IMPLEMENTS
rel_002074,Decorator Pattern,Strategy Pattern,RELATES_TO
rel_002075,Decorator Pattern,ZipInputStream,IMPLEMENTS
rel_002076,Decorator pattern,microservices,RELATES_TO
rel_002077,Decoupled Architecture,Resource Locking,DEPENDS_ON
rel_002078,Decoupled Architecture,Testability,RELATES_TO
rel_002079,Decoupled Services,Maintainability,DEPENDS_ON
rel_002080,Decoupled Services,Scalability,DEPENDS_ON
rel_002081,Decoupling,Bridge Pattern,RELATES_TO
rel_002082,Decoupling,Independent Developability,IMPLEMENTS
rel_002083,Decoupling,Independent Developability,RELATES_TO
rel_002084,Decoupling,Microservices,IMPLEMENTS
rel_002085,Decoupling Business Rules from UI,Component,IMPLEMENTS
rel_002086,Decoupling Business Rules from UI,Layered Architecture,IMPLEMENTS
rel_002087,Deep Copy,Read-Only Proxy,RELATES_TO
rel_002088,Deep Evaluation,Targeted Evaluation,PART_OF
rel_002089,Deep Modules,Abstraction in Interfaces,RELATES_TO
rel_002090,Deep Modules,Shallow Modules,CONTAINS
rel_002091,DefaultEncryptionAuthenticationService,Tenant,DEPENDS_ON
rel_002092,Defense in Depth,Fail Securely,RELATES_TO
rel_002093,Defense in Depth,Security,RELATES_TO
rel_002094,Defense in Depth,Security Testing,IMPLEMENTS
rel_002095,Defense in Depth,Sociotechnical Resilience,RELATES_TO
rel_002096,Defensive Layers,Approval Procedure,CONTAINS
rel_002097,Defensive Layers,Automated Malware Checks,IMPLEMENTS
rel_002098,Defensive Layers,Conflict Alert Warning,CONTAINS
rel_002099,Defer Binding Decisions,Last Responsible Moment,RELATES_TO
rel_002100,Definitive Project Repository,Component,CONTAINS
rel_002101,Delete Method,Text Class,PART_OF
rel_002102,Delete Method,User Interface Module,RELATES_TO
rel_002103,DeleteCommand,Undo/Redo Mechanism,DEPENDS_ON
rel_002104,Delta Storage,Version Control System,PART_OF
rel_002105,Demand-led Service Model,Service Integration Layer,CONTAINS
rel_002106,Demographic Class,DemographicDao,PART_OF
rel_002107,Denial-of-Service (DoS),Elevation of Privilege,RELATES_TO
rel_002108,Denormalization,Performance,RELATES_TO
rel_002109,Denormalization,Scalability,RELATES_TO
rel_002110,Department,Party,IMPLEMENTS
rel_002111,Dependability,Availability,RELATES_TO
rel_002112,Dependability,Diversity in Software Processes,PART_OF
rel_002113,Dependability,Maintainability,RELATES_TO
rel_002114,Dependability,Performance,RELATES_TO
rel_002115,Dependability,Redundancy,PART_OF
rel_002116,Dependability,Reliability,RELATES_TO
rel_002117,Dependability,Resilience,RELATES_TO
rel_002118,Dependability,Safety,RELATES_TO
rel_002119,Dependability,Safety-Critical Software,RELATES_TO
rel_002120,Dependability,Security,RELATES_TO
rel_002121,Dependable Development Processes,Validation Activities,CONTAINS
rel_002122,Dependable Systems,Security Engineering,RELATES_TO
rel_002123,Dependency Cycle,Refactoring,RELATES_TO
rel_002124,Dependency Graph,Component,DEPENDS_ON
rel_002125,Dependency Injection,Clean Architecture,IMPLEMENTS
rel_002126,Dependency Injection,Liskov Substitution Principle,DEPENDS_ON
rel_002127,Dependency Injection,Loose Coupling,IMPLEMENTS
rel_002128,Dependency Injection,SessionMgr,IMPLEMENTS
rel_002129,Dependency Injection Framework,Microservices Architecture,RELATES_TO
rel_002130,Dependency Injection Pattern,Modifiability,IMPLEMENTS
rel_002131,Dependency Injection Pattern,Testability,RELATES_TO
rel_002132,Dependency Inversion,Polymorphism,RELATES_TO
rel_002133,Dependency Inversion Principle,Abstract Factory,RELATES_TO
rel_002134,Dependency Inversion Principle,Abstraction,IMPLEMENTS
rel_002135,Dependency Inversion Principle,Abstraction,RELATES_TO
rel_002136,Dependency Inversion Principle,Clean Architecture,RELATES_TO
rel_002137,Dependency Inversion Principle,Component,RELATES_TO
rel_002138,Dependency Inversion Principle,Component Structure,RELATES_TO
rel_002139,Dependency Inversion Principle,Domain Layer,RELATES_TO
rel_002140,Dependency Inversion Principle,Entity,RELATES_TO
rel_002141,Dependency Inversion Principle,Event Sourcing,IMPLEMENTS
rel_002142,Dependency Inversion Principle,Factory Pattern,RELATES_TO
rel_002143,Dependency Inversion Principle,Hexagonal Architecture,RELATES_TO
rel_002144,Dependency Inversion Principle,Hollywood Principle,RELATES_TO
rel_002145,Dependency Inversion Principle,IODevices Component,RELATES_TO
rel_002146,Dependency Inversion Principle,Infrastructure Layer,RELATES_TO
rel_002147,Dependency Inversion Principle,Interface Segregation Principle,RELATES_TO
rel_002148,Dependency Inversion Principle,Inversion of Control,RELATES_TO
rel_002149,Dependency Inversion Principle,Layers Architecture,IMPLEMENTS
rel_002150,Dependency Inversion Principle,Low Coupling,RELATES_TO
rel_002151,Dependency Inversion Principle,Maintainability,RELATES_TO
rel_002152,Dependency Inversion Principle,Mid-Level Components,RELATES_TO
rel_002153,Dependency Inversion Principle,Module,RELATES_TO
rel_002154,Dependency Inversion Principle,Open/Closed Principle,RELATES_TO
rel_002155,Dependency Inversion Principle,SOLID Principles,RELATES_TO
rel_002156,Dependency Inversion Principle,Separated Interface,RELATES_TO
rel_002157,Dependency Inversion Principle,ServiceFactoryImpl,IMPLEMENTS
rel_002158,Dependency Inversion Principle,Single Responsibility Principle,RELATES_TO
rel_002159,Dependency Inversion Principle,Single Responsibility Principle (SRP),RELATES_TO
rel_002160,Dependency Inversion Principle,Use Case Output Port,IMPLEMENTS
rel_002161,Dependency Inversion Principle (DIP),Layers Architecture,DEPENDS_ON
rel_002162,Dependency Management,Cognitive Load,RELATES_TO
rel_002163,Dependency Relationship,Configuration Item (CI),RELATES_TO
rel_002164,Dependency Relationship,SOLID Principles,RELATES_TO
rel_002165,Dependency Rule,Component,RELATES_TO
rel_002166,Dependency Rule,Component Architecture,RELATES_TO
rel_002167,Dependency Rule,Hexagonal Architecture,RELATES_TO
rel_002168,Dependency Structure Matrix (DSM),High Architecture Debt,RELATES_TO
rel_002169,Dependency Structure Matrix (DSM),Low Coupling,RELATES_TO
rel_002170,DependentPizzaStore,ChicagoStyleCheesePizza,DEPENDS_ON
rel_002171,DependentPizzaStore,Factory Pattern,IMPLEMENTS
rel_002172,DependentPizzaStore,NYStyleCheesePizza,DEPENDS_ON
rel_002173,DependentPizzaStore,Simple Factory,IMPLEMENTS
rel_002174,Deployment Architecture,Component,RELATES_TO
rel_002175,Deployment Diagram,Class Diagram,PART_OF
rel_002176,Deployment Diagram,ClientCollectionSystem.exe,CONTAINS
rel_002177,Deployment Diagram,Component,CONTAINS
rel_002178,Deployment Diagram,ComponentA,CONTAINS
rel_002179,Deployment Diagram,ServerMonitorSystem,CONTAINS
rel_002180,Deployment Pipeline,Sidecar Component,PART_OF
rel_002181,Deployment Structure,Quality Attribute of Deployability,RELATES_TO
rel_002182,Derivation History,Component,PART_OF
rel_002183,Derived Factory,Product Interface,IMPLEMENTS
rel_002184,Design Anti-Patterns,Code Smells,RELATES_TO
rel_002185,Design Class Diagram,CRC Cards,CONTAINS
rel_002186,Design Class Diagram,Controller Class,DEPENDS_ON
rel_002187,Design Class Diagram,Domain Model Class Diagram,DEPENDS_ON
rel_002188,Design Class Diagram,Interaction Diagram,DEPENDS_ON
rel_002189,Design Class Diagram,Problem Domain Model,DEPENDS_ON
rel_002190,Design Class Diagram (DCD),Entity Class,CONTAINS
rel_002191,Design Class Diagrams,Object-Oriented Design,RELATES_TO
rel_002192,Design Decisions,Code Modules,CONTAINS
rel_002193,Design Decisions,Frameworks,DEPENDS_ON
rel_002194,Design Decisions,Packages,DEPENDS_ON
rel_002195,Design Optimization,Risk Management in Architecture,RELATES_TO
rel_002196,Design Pattern,Behavioral Design Patterns,CONTAINS
rel_002197,Design Pattern,Behavioral Pattern,RELATES_TO
rel_002198,Design Pattern,Behavioral Patterns,CONTAINS
rel_002199,Design Pattern,Creational Design Patterns,CONTAINS
rel_002200,Design Pattern,Creational Pattern,RELATES_TO
rel_002201,Design Pattern,Creational Patterns,CONTAINS
rel_002202,Design Pattern,Maintainability,RELATES_TO
