id,name,label
node_001758,Data Validation Control,DesignPattern
node_001759,Data Visualization,DesignPrinciple
node_001760,Data Volume,CodeStructure
node_001761,Data Warehouse,ArchPattern
node_001762,Data Warehouse,CodeStructure
node_001763,Data Writer,CodeStructure
node_001764,Data in Transit Protection,QualityAttribute
node_001765,Data-Centered Architecture,ArchPattern
node_001766,Data-Centered Repository Architectural Style,ArchPattern
node_001767,Data-Centered Repository Architecture,ArchPattern
node_001768,Data-Centered Repository Style,ArchPattern
node_001769,Data-Centric Application,ArchPattern
node_001770,Data-Driven Modeling,DesignPattern
node_001771,Data-Flow Diagram (DFD),DesignPattern
node_001772,Data-Flow Modeling,DesignPattern
node_001773,Data-centred repository architectural style,ArchPattern
node_001774,Data-flow diagram (DFD),DesignPattern
node_001775,Data-get and Data-set Methods,CodeStructure
node_001776,DataNode,CodeStructure
node_001777,DataObject,CodeStructure
node_001778,DataSource,CodeStructure
node_001779,DataStorage,CodeStructure
node_001780,DataWithName,CodeStructure
node_001781,DataWithVersion,CodeStructure
node_001782,Database,CodeStructure
node_001783,Database Abstraction Layer,ArchPattern
node_001784,Database Abstraction Layer,DesignPattern
node_001785,"Database Back Ends (MySQL, SQLite)",CodeStructure
node_001786,Database Component,CodeStructure
node_001787,Database Constraints,CodeStructure
node_001788,Database Decomposition,ArchPattern
node_001789,Database Design,CodeStructure
node_001790,Database Design,DesignPrinciple
node_001791,Database Extensions,DDDConcept
node_001792,Database Frameworks,DesignPattern
node_001793,Database Gateway,CodeStructure
node_001794,Database Infrastructure,CodeStructure
node_001795,Database Integration Class,CodeStructure
node_001796,Database Integrity,DesignPrinciple
node_001797,Database Layer,CodeStructure
node_001798,Database Level,CodeStructure
node_001799,Database Management System,CodeStructure
node_001800,Database Management System (DBMS),ArchPattern
node_001801,Database Management System (DBMS),CodeStructure
node_001802,Database Model,CodeStructure
node_001803,Database Output Consumer,CodeStructure
node_001804,Database Partitioning,ArchPattern
node_001805,Database Repository,DDDConcept
node_001806,Database Saturation,QualityAttribute
node_001807,Database Scalability,QualityAttribute
node_001808,Database Schema,CodeStructure
node_001809,Database Separation,DesignPrinciple
node_001810,Database Server,CodeStructure
node_001811,Database-Driven Application,ArchPattern
node_001812,Database-per-Service,DDDConcept
node_001813,DatabaseAccess,CodeStructure
node_001814,DatabaseAccessClass,CodeStructure
node_001815,DatabaseInterface,CodeStructure
node_001816,Dataflow Architecture,ArchPattern
node_001817,Dataflow Style,ArchPattern
node_001818,Date Range,DDDConcept
node_001819,Datomic,DDDConcept
node_001820,Debugging,DesignPrinciple
node_001821,Debugging Standalone Processes,DesignPrinciple
node_001822,Decapsulation,CodeStructure
node_001823,Decentralized Software Architectures,ArchPattern
node_001824,Decentralized System Architecture,ArchPattern
node_001825,Decision Matrix,DesignPrinciple
node_001826,DecisionEngine,CodeStructure
node_001827,Declarative Configuration Style,DesignPrinciple
node_001828,Declarative Knowledge,DesignPrinciple
node_001829,Decompose Conditional,DesignPattern
node_001830,Decomposing an Application,DesignPrinciple
node_001831,Decomposition,CodeStructure
node_001832,Decomposition,DesignPrinciple
node_001833,Decomposition Structure,CodeStructure
node_001834,Decorator,DesignPattern
node_001835,Decorator Design Pattern,DesignPattern
node_001836,Decorator Pattern,DesignPattern
node_001837,Decorator pattern,DesignPattern
node_001838,Decoupled Architecture,ArchPattern
node_001839,Decoupled Services,DDDConcept
node_001840,Decoupling,DesignPrinciple
node_001841,Decoupling,QualityAttribute
node_001842,Decoupling Business Rules from UI,DesignPrinciple
node_001843,Decoupling Layers,DesignPrinciple
node_001844,DecoyDuck,CodeStructure
node_001845,Deep Copy,QualityAttribute
node_001846,Deep Evaluation,ArchPattern
node_001847,Deep Menu Design,DesignPattern
node_001848,Deep Module,CodeStructure
node_001849,Deep Modules,CodeStructure
node_001850,Deep Modules,DesignPrinciple
node_001851,DefaultEncryptionAuthenticationService,CodeStructure
node_001852,DefaultGUIFactory,CodeStructure
node_001853,Defect Testing,DesignPattern
node_001854,Defense in Depth,DesignPrinciple
node_001855,Defensive Layers,ArchPattern
node_001856,Defensive Layers,DesignPattern
node_001857,Defer Binding Decisions,DesignPrinciple
node_001858,Deferred Maintenance,QualityAttribute
node_001859,Deferred Validation,DesignPattern
node_001860,DeferredCommands Queue,CodeStructure
node_001861,Definitive Project Repository,CodeStructure
node_001862,Degradation Policy,QualityAttribute
node_001863,Degradation Tactic,QualityAttribute
node_001864,Degraded Operation,QualityAttribute
node_001865,DejaGNU,CodeStructure
node_001866,Delegate,CodeStructure
node_001867,Delegate Class,CodeStructure
node_001868,Delegation,DesignPattern
node_001869,Delete Method,DesignPattern
node_001870,DeleteCommand,DesignPattern
node_001871,Delivering State,DDDConcept
node_001872,Delta Storage,CodeStructure
node_001873,Demand-led Service Model,ArchPattern
node_001874,Demilitarized Zone (DMZ),ArchPattern
node_001875,Demilitarized Zone (DMZ),CodeStructure
node_001876,Demographic Class,CodeStructure
node_001877,Demographic Control,CodeStructure
node_001878,Demographic Creation Function,CodeStructure
node_001879,DemographicDao,CodeStructure
node_001880,Denial-of-Service (DoS),QualityAttribute
node_001881,Denial-of-Service Attack,QualityAttribute
node_001882,Denial-of-Service Protection,QualityAttribute
node_001883,Denormalization,DesignPattern
node_001884,Denormalized Data,CodeStructure
node_001885,Department,DDDConcept
node_001886,Dependability,QualityAttribute
node_001887,Dependability Properties,QualityAttribute
node_001888,Dependable Development Processes,QualityAttribute
node_001889,Dependable Systems,QualityAttribute
node_001890,Dependencies,CodeStructure
node_001891,Dependencies,DesignPattern
node_001892,Dependency,CodeStructure
node_001893,Dependency Analysis,CodeStructure
node_001894,Dependency Cycle,DesignPrinciple
node_001895,Dependency Graph,CodeStructure
node_001896,Dependency Injection,DesignPattern
node_001897,Dependency Injection (DI),DesignPattern
node_001898,Dependency Injection Framework,DesignPattern
node_001899,Dependency Injection Pattern,DesignPattern
node_001900,Dependency Inversion,DesignPrinciple
node_001901,Dependency Inversion Principle,DesignPrinciple
node_001902,Dependency Inversion Principle (DIP),DesignPrinciple
node_001903,Dependency Management,CodeStructure
node_001904,Dependency Management,DesignPattern
node_001905,Dependency Management,DesignPrinciple
node_001906,Dependency Relationship,CodeStructure
node_001907,Dependency Relationship,DDDConcept
node_001908,Dependency Relationship,DesignPattern
node_001909,Dependency Rule,ArchPattern
node_001910,Dependency Rule,DesignPrinciple
node_001911,Dependency Structure,CodeStructure
node_001912,Dependency Structure Matrix (DSM),CodeStructure
node_001913,DependentPizzaStore,CodeStructure
node_001914,Depends-on,DDDConcept
node_001915,Deployability,QualityAttribute
node_001916,Deployable Component,DesignPrinciple
node_001917,Deployment Architecture,ArchPattern
node_001918,Deployment Component,ArchPattern
node_001919,Deployment Diagram,ArchPattern
node_001920,Deployment Diagram,CodeStructure
node_001921,Deployment Diagrams,ArchPattern
node_001922,Deployment Information,CodeStructure
node_001923,Deployment Pipeline,CodeStructure
node_001924,Deployment Plan,CodeStructure
node_001925,Deployment Structure,ArchPattern
node_001926,Deployment-Level Component,CodeStructure
node_001927,Deprecation,CodeStructure
node_001928,Deprecation,DesignPrinciple
node_001929,Derivation History,CodeStructure
node_001930,Derived Factory,CodeStructure
node_001931,Deserialization Security,QualityAttribute
node_001932,Design Anti-Patterns,DesignPattern
node_001933,Design Assurance Level (DAL),QualityAttribute
node_001934,Design Class Diagram,CodeStructure
node_001935,Design Class Diagram (DCD),CodeStructure
node_001936,Design Class Diagrams,CodeStructure
node_001937,Design Completeness,QualityAttribute
node_001938,Design Constraints,DesignPrinciple
node_001939,Design Decisions,CodeStructure
node_001940,Design Decisions,DesignPrinciple
node_001941,Design Optimization,DesignPrinciple
node_001942,Design Pattern,DesignPattern
node_001943,Design Pattern Catalog,CodeStructure
node_001944,Design Patterns,DesignPattern
node_001945,Design Patterns Vocabulary,DesignPrinciple
node_001946,Design Phase,CodeStructure
node_001947,Design Policy,ArchPattern
node_001948,Design Principles,DesignPrinciple
node_001949,Design Prototype,CodeStructure
node_001950,Design Rationale,DesignPrinciple
node_001951,Design Requirements,DDDConcept
node_001952,Design Review,DesignPrinciple
node_001953,Design Simplicity,DesignPrinciple
node_001954,Design Sketches,CodeStructure
node_001955,Design Stamina Hypothesis,DesignPrinciple
node_001956,Design Strategies,DesignPattern
node_001957,Design Structure Matrices,CodeStructure
node_001958,Design System,DesignPattern
node_001959,Design Thinking,DesignPrinciple
node_001960,Design Thinking Mindsets,DesignPattern
node_001961,Design Time,CodeStructure
node_001962,Design Trade-offs,DesignPrinciple
node_001963,Design and Implementation,CodeStructure
node_001964,Design for Change,DesignPrinciple
node_001965,Design for Extensibility,DesignPrinciple
node_001966,Design for Testability,DesignPrinciple
node_001967,Design model,DesignPattern
node_001968,Design-for-Reuse,DesignPrinciple
node_001969,Design-for-commonality,ArchPattern
node_001970,Design-for-commonality,DesignPrinciple
node_001971,Design-for-variability,DesignPrinciple
node_001972,Design-it-Twice Principle,DesignPrinciple
node_001973,Design-with-Reuse,DesignPrinciple
node_001974,Designing an Interface,CodeStructure
node_001975,Desktop Metaphor,DesignPattern
node_001976,Destructor Operation,DesignPattern
node_001977,Desugaring,DesignPattern
node_001978,Detailed Design,ArchPattern
node_001979,Detailed Design,CodeStructure
node_001980,Detailed Design,DesignPrinciple
node_001981,Detailed Design Stage,ArchPattern
node_001982,Detailed Report,CodeStructure
node_001983,Detect Faults Tactic,DesignPattern
node_001984,Detect Intrusion Tactic,DesignPattern
node_001985,Determine Component Dependencies,DesignPattern
node_001986,Determine Component Dependencies Pattern,DesignPattern
node_001987,Deterministic System,DesignPrinciple
node_001988,Deterministic Testing,DesignPattern
node_001989,Deterministic Unit Test,DesignPattern
node_001990,Dev-Ops Strategy,DesignPrinciple
node_001991,Dev/Sec/Ops,ArchPattern
node_001992,DevOps,ArchPattern
node_001993,DevOps,DesignPrinciple
node_001994,DevOps Practices,DesignPrinciple
node_001995,DevOps Principles,CodeStructure
node_001996,DevSecOps,ArchPattern
node_001997,Development Phase,CodeStructure
node_001998,Development View,ArchPattern
node_001999,Development-for-Reuse,DesignPrinciple
node_002000,Development-with-Reuse,DesignPrinciple
node_002001,Device Compatibility,DesignPrinciple
node_002002,Device Management,CodeStructure
node_002003,Device Removal Event,CodeStructure
node_002004,DevicePlugin,CodeStructure
node_002005,DevilListener,CodeStructure
node_002006,Diagnostics Engine Interface,CodeStructure
node_002007,Diagnostics Outbreak Cache Server,CodeStructure
node_002008,Diagnostics System API Gateway,ArchPattern
node_002009,Dialect,CodeStructure
node_002010,Dialect,DDDConcept
node_002011,Dialog,CodeStructure
node_002012,Dialog Box,CodeStructure
node_002013,Dialog Window,CodeStructure
node_002014,DialogDirector,CodeStructure
node_002015,Dialogue Design,DesignPattern
node_002016,Dialogue Management,CodeStructure
node_002017,"Different Layer, Different Abstraction",DesignPrinciple
node_002018,Digital Learning Environment,ArchPattern
node_002019,Digital Signature,QualityAttribute
node_002020,Digital Signatures,DesignPattern
node_002021,Digital Twins,DesignPattern
node_002022,DigitalClock,CodeStructure
node_002023,DinerMenu,CodeStructure
node_002024,DinerMenuIterator,CodeStructure
node_002025,Direct Hardware Interaction,CodeStructure
node_002026,Direct Manipulation,DesignPattern
node_002027,Direct Manipulation Interface,DesignPattern
node_002028,Direct Manipulation Metaphor,DesignPattern
node_002029,Direct SQL Processor,CodeStructure
node_002030,Directed Acyclic Graph (DAG),ArchPattern
node_002031,Director,CodeStructure
node_002032,Directory module,CodeStructure
node_002033,DirectoryBrowser,CodeStructure
node_002034,DisableTeamMemberCommand,CodeStructure
node_002035,DisableTeamMemberCommand,DDDConcept
node_002036,Disaster Recovery Capability,QualityAttribute
node_002037,Disconnected Domain Model,DesignPattern
node_002038,Discount Rate,DDDConcept
node_002039,Discoverability,DesignPrinciple
node_002040,Discoverability Principle,DesignPrinciple
node_002041,Discovery Services,CodeStructure
node_002042,Discrete Simulation,DesignPattern
node_002043,Discussion,CodeStructure
node_002044,Discussion,DDDConcept
node_002045,DiscussionAvailability,DDDConcept
node_002046,DiscussionDescriptor,DDDConcept
node_002047,DiscussionStarted Event,DesignPattern
node_002048,DiscussionStartedEvent,DDDConcept
node_002049,DiscussionStartedListener,CodeStructure
node_002050,Discussions Context,DDDConcept
node_002051,Dispatch Command Module,CodeStructure
node_002052,Dispatcher,CodeStructure
node_002053,Display Business Component,CodeStructure
node_002054,Display Element Interface,CodeStructure
node_002055,Display Layer,CodeStructure
node_002056,Display Process,CodeStructure
node_002057,DisplayElement Interface,CodeStructure
node_002058,DistCp,DesignPattern
node_002059,Distributed Architecture,ArchPattern
node_002060,Distributed Cache,ArchPattern
node_002061,Distributed Cache,CodeStructure
node_002062,Distributed Caching,QualityAttribute
node_002063,Distributed Communication,ArchPattern
node_002064,Distributed Component Architecture,ArchPattern
node_002065,Distributed Computing,ArchPattern
node_002066,Distributed Development,ArchPattern
node_002067,Distributed Objects,ArchPattern
node_002068,Distributed Repository,ArchPattern
node_002069,Distributed System,ArchPattern
node_002070,Distributed System,CodeStructure
node_002071,Distributed Systems,ArchPattern
node_002072,Distributed Transaction,CodeStructure
node_002073,Distributed Transactions,DDDConcept
node_002074,Distributed Version Control,ArchPattern
node_002075,Distributed Version Control System,CodeStructure
node_002076,Distribution,CodeStructure
node_002077,Distribution Scalability,QualityAttribute
node_002078,Distribution of Components,ArchPattern
node_002079,Distutils,CodeStructure
node_002080,Divergent Change,DesignPrinciple
node_002081,Divergent Thinking,DesignPrinciple
node_002082,Diversity,DesignPrinciple
node_002083,Diversity in Hardware and Software,DesignPrinciple
node_002084,Diversity in Software Processes,DesignPattern
node_002085,Divide and Conquer,DesignPattern
node_002086,Divide and Conquer,DesignPrinciple
node_002087,Divide-and-Conquer,DesignPrinciple
node_002088,Django Web Framework,CodeStructure
node_002089,DoS Attack Prevention Mechanisms,ArchPattern
node_002090,DocFlavor,CodeStructure
node_002091,Docker Containers,CodeStructure
node_002092,Document,CodeStructure
node_002093,Document Class,CodeStructure
node_002094,Document Database,ArchPattern
node_002095,Document Object,CodeStructure
node_002096,Document Repository,CodeStructure
node_002097,Document Structure,CodeStructure
node_002098,Document-View Architecture,ArchPattern
node_002099,Documentation,CodeStructure
node_002100,Documentation Comments,CodeStructure
node_002101,Documentation Lag,DesignPrinciple
node_002102,Documentation Notes,CodeStructure
node_002103,Documentation Practices,CodeStructure
node_002104,Documentation Quality,QualityAttribute
node_002105,Documentation Tool (Haddock),DesignPattern
node_002106,Documentation Tools,CodeStructure
node_002107,Documentation as Design Tool,DesignPrinciple
node_002108,Documentation of Patterns,CodeStructure
node_002109,Documenting Architectural Layers,CodeStructure
node_002110,Documenting Behavior,CodeStructure
node_002111,Documenting Interfaces,CodeStructure
node_002112,Documenting the Interface,CodeStructure
node_002113,Dog Object,CodeStructure
node_002114,Domain Abstraction,CodeStructure
node_002115,Domain Class,DDDConcept
node_002116,Domain Class Diagram,CodeStructure
node_002117,Domain Coupling,DesignPrinciple
node_002118,Domain Event,DDDConcept
node_002119,Domain Event Publisher,CodeStructure
node_002120,Domain Events,DDDConcept
node_002121,Domain Expert Rules,DDDConcept
node_002122,Domain Layer,CodeStructure
node_002123,Domain Layer Classes,CodeStructure
node_002124,Domain Model,CodeStructure
node_002125,Domain Model,DDDConcept
node_002126,Domain Model Class Diagram,CodeStructure
node_002127,Domain Model Class Diagram,DDDConcept
node_002128,Domain Modeling,DDDConcept
node_002129,Domain Modeling,DesignPattern
node_002130,Domain Object,DDDConcept
node_002131,Domain Partitioning,ArchPattern
node_002132,Domain Partitioning,DDDConcept
node_002133,Domain Payload Objects,CodeStructure
node_002134,Domain Registry,CodeStructure
node_002135,Domain Service,CodeStructure
node_002136,Domain Service,DDDConcept
node_002137,Domain Service,DesignPattern
node_002138,Domain Services,CodeStructure
node_002139,Domain Services,DDDConcept
node_002140,Domain knowledge,DDDConcept
node_002141,Domain-Based Class Model,CodeStructure
node_002142,Domain-Based Data Writer,CodeStructure
node_002143,Domain-Driven Design,DDDConcept
node_002144,Domain-Driven Design (DDD),DDDConcept
node_002145,Domain-Scoped Databases,CodeStructure
node_002146,Domain-Specific Fitness Functions,QualityAttribute
node_002147,Domain-Specific Knowledge,DDDConcept
node_002148,Domain-Specific Language (DSL),CodeStructure
node_002149,Domain-Specific Software Architecture,ArchPattern
node_002150,DomainEvent,CodeStructure
node_002151,DomainEvent,DDDConcept
node_002152,DomainEvent,DesignPattern
node_002153,DomainEvent-Publisher,CodeStructure
node_002154,DomainEventPublisher,CodeStructure
node_002155,DomainEventSubscriber,CodeStructure
node_002156,DomainEventSubscriber,DesignPattern
node_002157,DomainRegistry,CodeStructure
node_002158,DomainTest,CodeStructure
node_002159,Don\'t Redesign the Local Mail Store,DesignPrinciple
node_002160,Don\'t Repeat Yourself (DRY),DesignPrinciple
node_002161,Don’t Repeat Yourself Principle,DesignPrinciple
node_002162,Door,CodeStructure
node_002163,Door,DDDConcept
node_002164,Double Dispatch,DesignPrinciple
node_002165,Double-Checked Locking,DesignPattern
node_002166,Dough,CodeStructure
node_002167,Draw,CodeStructure
node_002168,Drawing,CodeStructure
node_002169,Drawing2D and Drawing3D objects,CodeStructure
node_002170,DrawingController,CodeStructure
node_002171,Drill Down,DesignPattern
node_002172,Driver,CodeStructure
node_002173,Drop-down Menus,DesignPattern
node_002174,DropDownMenu,DesignPattern
node_002175,Duck,CodeStructure
node_002176,Duck Class,CodeStructure
node_002177,Duck Object,CodeStructure
node_002178,DuckAdapter,CodeStructure
node_002179,DuckCall,DDDConcept
node_002180,DuckFactory,DesignPattern
node_002181,DuckSimulator,CodeStructure
node_002182,Duplication,QualityAttribute
node_002183,Duplication vs Coupling,DesignPrinciple
node_002184,Durability,QualityAttribute
node_002185,Duration Calculator,CodeStructure
node_002186,Duration Filter,CodeStructure
node_002187,DvrServerProxy,CodeStructure
node_002188,DvrSystem,CodeStructure
node_002189,Dynamic Analysis Techniques,QualityAttribute
node_002190,Dynamic Architectural Design Model,ArchPattern
node_002191,Dynamic Architecture,ArchPattern
node_002192,Dynamic Binding,DesignPrinciple
node_002193,Dynamic Call Sites,DesignPattern
node_002194,Dynamic Casting,DesignPattern
node_002195,Dynamic Class Definition,DesignPattern
node_002196,Dynamic Connascence,DesignPrinciple
node_002197,Dynamic Coupling,DesignPrinciple
node_002198,Dynamic Coupling Matrix,CodeStructure
node_002199,Dynamic Discovery Service,ArchPattern
node_002200,Dynamic Invocation Interface (DII),CodeStructure
node_002201,Dynamic Invocation Interface (DII),DesignPattern
node_002202,Dynamic Language Choice,DesignPrinciple
node_002203,Dynamic Language Runtime (DLR),ArchPattern
node_002204,Dynamic Libraries,CodeStructure
node_002205,Dynamic Linker,CodeStructure
node_002206,Dynamic Module,CodeStructure
node_002207,Dynamic Module Import,DesignPattern
node_002208,Dynamic Object Creation,DesignPattern
node_002209,Dynamic Polymorphism,DesignPattern
node_002210,Dynamic Proxy,DesignPattern
node_002211,Dynamic Scalable Cluster,ArchPattern
node_002212,Dynamic Scheduling,DesignPattern
node_002213,Dynamic Service Binding,DesignPrinciple
node_002214,Dynamic Skeleton Interface (DSI),CodeStructure
node_002215,Dynamic Skeleton Interface (DSI),DesignPattern
node_002216,Dynamic Startup and Shutdown Manager,CodeStructure
node_002217,Dynamic Testing,DesignPattern
node_002218,Dynamic UML Diagrams,CodeStructure
node_002219,Dynamic User Interface,DesignPattern
node_002220,DynamicMetaObject,CodeStructure
node_002221,DynamicMethod,CodeStructure
node_002222,Dynamically Linked Deployment Components,CodeStructure
node_002223,Dynamically Linked Library,CodeStructure
node_002224,E-Chart,CodeStructure
node_002225,E-commerce System,ArchPattern
node_002226,E-mail Interface,DesignPattern
node_002227,E-type system,ArchPattern
node_002228,EJB Component Model,CodeStructure
node_002229,EJB Session Facade,ArchPattern
node_002230,ERP Purchasing Module,CodeStructure
node_002231,ETS table,CodeStructure
node_002232,EXPN Command,DesignPattern
node_002233,Eager Instantiation,DesignPattern
node_002234,Eager Loading,DDDConcept
node_002235,Eager Loading,DesignPattern
node_002236,Early Design Model,ArchPattern
node_002237,Ease of Data Modeling,QualityAttribute
node_002238,Ease of Development,QualityAttribute
node_002239,Ease of Learning Curve,QualityAttribute
node_002240,Echo,CodeStructure
node_002241,Echo Client,CodeStructure
node_002242,Echo Server,CodeStructure
node_002243,EchoFactory,CodeStructure
node_002244,EchoFactory,DesignPattern
node_002245,EchoServiceMaker,CodeStructure
node_002246,Eclipse 4 Application Platform,ArchPattern
node_002247,Eclipse Bundles,CodeStructure
node_002248,Eclipse IDE,ArchPattern
node_002249,Eclipse Modeling Framework (EMF),ArchPattern
node_002250,Eclipse Modeling Framework (EMF),CodeStructure
node_002251,Eclipse SDK,ArchPattern
node_002252,Edge Interface,CodeStructure
node_002253,Editable Web Form,DesignPattern
node_002254,Editing Buffer,CodeStructure
node_002255,Editing Mode,DesignPattern
node_002256,Editor,CodeStructure
node_002257,Efferent Coupling,DesignPrinciple
node_002258,Efferent Coupling,QualityAttribute
node_002259,Efficiency,QualityAttribute
node_002260,Efficiency Increase,DesignPattern
node_002261,Elastic Scalability,QualityAttribute
node_002262,Elasticity,QualityAttribute
node_002263,Electronic Medical Record,DDDConcept
node_002264,Element,CodeStructure
node_002265,Element Boundary,ArchPattern
node_002266,Element Interface,CodeStructure
node_002267,Element Responsibility Views,CodeStructure
node_002268,Elevation of Privilege,QualityAttribute
node_002269,Eliminate Duplication,DesignPrinciple
node_002270,Elimination of Duplicated Code,DesignPrinciple
node_002271,Embedded Questions,CodeStructure
node_002272,Embedded SQL,CodeStructure
node_002273,Embedded SQL,DesignPattern
node_002274,Embedded Software Architecture,ArchPattern
node_002275,Embedded Software Engineering,QualityAttribute
node_002276,Embedded System,CodeStructure
node_002277,Embedded System Architecture,ArchPattern
node_002278,Embedded Systems,CodeStructure
node_002279,EmbeddedComponent,CodeStructure
node_002280,Embedding Graphics,DesignPattern
node_002281,Emergency Mode,DesignPattern
node_002282,Emergent Design,DesignPrinciple
node_002283,Emergent Properties,DesignPrinciple
node_002284,Empirical Knowledge about Components,DesignPrinciple
node_002285,Empirical Knowledge about Services,DesignPrinciple
node_002286,Empirical Testing,DesignPattern
node_002287,Empirical Testing,QualityAttribute
node_002288,Employee,CodeStructure
node_002289,Employee,DDDConcept
node_002290,Employee Class,CodeStructure
node_002291,EmployeeData,CodeStructure
node_002292,EmployeeFacade,CodeStructure
node_002293,Empowered Teams,DesignPrinciple
node_002294,Empty Selection,DDDConcept
node_002295,Emulated Widget Toolkit,DesignPattern
node_002296,EnableProductOwnerCommand,CodeStructure
node_002297,EnableProductOwnerCommand,DDDConcept
node_002298,EnableTeamMemberCommand,CodeStructure
node_002299,EnableTeamMemberCommand,DDDConcept
node_002300,Encapsulate Collection,DesignPattern
node_002301,Encapsulate Record,DesignPattern
node_002302,Encapsulate Variable,DesignPattern
node_002303,Encapsulate What Varies,DesignPrinciple
node_002304,Encapsulate what varies,DesignPrinciple
node_002305,Encapsulation,CodeStructure
node_002306,Encapsulation,DesignPrinciple
node_002307,Encapsulation,QualityAttribute
node_002308,Encapsulation Principle,DesignPrinciple
node_002309,EnchantedMazeFactory,CodeStructure
node_002310,EnchantedMazeGame,CodeStructure
node_002311,Encryption,DesignPattern
node_002312,Encryption,DesignPrinciple
node_002313,Encryption Component,CodeStructure
node_002314,Encryption Mechanism,CodeStructure
node_002315,Encryption Responsibility,DesignPrinciple
node_002316,Encryption Service,CodeStructure
node_002317,Encryption Service,DDDConcept
node_002318,End Game,DesignPattern
node_002319,End-to-End Principle,DesignPrinciple
node_002320,Enemy Component,CodeStructure
node_002321,Enemy Registry,CodeStructure
node_002322,EnemyCharacter,CodeStructure
node_002323,Energy Efficiency,QualityAttribute
node_002324,Energy Management,QualityAttribute
node_002325,Engine,CodeStructure
node_002326,Engine Instance Variable,CodeStructure
node_002327,Engineer,DDDConcept
node_002328,English and Spanish,CodeStructure
node_002329,Enterprise JavaBean (EJB),CodeStructure
node_002330,Enterprise JavaBeans (EJB),ArchPattern
node_002331,Entities,DDDConcept
node_002332,Entity,DDDConcept
node_002333,Entity Bean,CodeStructure
node_002334,Entity Class,DDDConcept
node_002335,Entity EJB,DDDConcept
node_002336,Entity Object,DDDConcept
node_002337,Entity Relationship Diagram,CodeStructure
node_002338,Entity-Relationship Diagram,DDDConcept
node_002339,Entity-Relationship Diagram (ERD),CodeStructure
node_002340,Entity-Relationship Diagram (ERD),DDDConcept
node_002341,Entity-Relationship Diagram (ERD),DesignPattern
node_002342,Entity-Relationship Model,DDDConcept
node_002343,Entity-oriented Service,ArchPattern
node_002344,Entity-relationship diagram (ERD),DesignPattern
node_002345,EntryField,CodeStructure
node_002346,Enum for Standard Types,DesignPattern
node_002347,Enumeration Interface,CodeStructure
node_002348,EnumerationIterator,DesignPattern
node_002349,Enumerator,DesignPattern
node_002350,Environment,CodeStructure
node_002351,Environment Context,QualityAttribute
node_002352,Environment Markers,DesignPattern
node_002353,Environmental Control,ArchPattern
node_002354,Environmental Control Pattern,ArchPattern
node_002355,Epic Saga,ArchPattern
node_002356,Epic Saga,DesignPattern
node_002357,Epic Saga(sao) Pattern,ArchPattern
node_002358,Equipment,CodeStructure
node_002359,Equipment Class,CodeStructure
node_002360,EquipmentVisitor,CodeStructure
node_002361,EquipmentVisitor Class,CodeStructure
node_002362,Erlang/OTP,ArchPattern
node_002363,Erroneous Inputs,DDDConcept
node_002364,Error Correction Mode,CodeStructure
node_002365,Error Detection Mechanism,DesignPattern
node_002366,Error Display,DesignPattern
node_002367,Error Handling,CodeStructure
node_002368,Error Handling,DesignPattern
node_002369,Error Handling,DesignPrinciple
node_002370,Error Handling,QualityAttribute
node_002371,Error Handling State,CodeStructure
node_002372,Error Handling in Repackaging,QualityAttribute
node_002373,Error Handling via Return Codes,DesignPrinciple
node_002374,Error Logging,CodeStructure
node_002375,Error Message Design,DesignPattern
node_002376,Error Patterns,CodeStructure
node_002377,Error Prevention,DesignPrinciple
node_002378,Error Recovery Strategy,QualityAttribute
node_002379,Error-Prone Constructs,CodeStructure
node_002380,Error-Tracing Facilitation,CodeStructure
node_002381,ErrorMessage,DesignPattern
node_002382,Errors and Exception Handling,QualityAttribute
node_002383,Espresso,CodeStructure
node_002384,Essential Complexity,QualityAttribute
node_002385,Estimation Techniques,CodeStructure
node_002386,Eureka,ArchPattern
node_002387,Eureka,DesignPattern
node_002388,Evaluation Criteria,CodeStructure
node_002389,Evaluation Workshop,DesignPattern
node_002390,Even Distribution Approach,ArchPattern
node_002391,Event,CodeStructure
node_002392,Event,DDDConcept
node_002393,Event Analyzer,CodeStructure
node_002394,Event Bus,CodeStructure
node_002395,Event Channels,CodeStructure
node_002396,Event Decomposition Technique,DesignPattern
node_002397,Event Decomposition Technique,DesignPrinciple
node_002398,Event Dispatcher,CodeStructure
node_002399,Event Filter,CodeStructure
node_002400,Event Framework,ArchPattern
node_002401,Event Handler,CodeStructure
node_002402,Event Handling,CodeStructure
node_002403,Event Listener,DesignPattern
node_002404,Event Loop,CodeStructure
node_002405,Event Management,CodeStructure
node_002406,Event Mediator,CodeStructure
node_002407,Event Module,CodeStructure
node_002408,Event Notification,ArchPattern
node_002409,Event Notification Mechanism,DesignPattern
node_002410,Event Prioritization,DesignPattern
node_002411,Event Processing,DesignPattern
node_002412,Event Processor,CodeStructure
node_002413,Event Publisher,CodeStructure
node_002414,Event Rate Management,DesignPattern
node_002415,Event Recognition and Resistance,DesignPattern
node_002416,Event Replication,DesignPattern
node_002417,Event Serializer,CodeStructure
node_002418,Event Sourcing,ArchPattern
node_002419,Event Sourcing,DDDConcept
node_002420,Event Sourcing,DesignPattern
node_002421,Event Store,ArchPattern
node_002422,Event Store,CodeStructure
node_002423,Event Store,DDDConcept
